store_nbr,city,state,store_type,cluster,row_count,rmsle,mean_abs_log_error,actual_zero_rate,predicted_zero_rate,mean_actual_sales,mean_predicted_sales,total_actual_sales,total_predicted_sales,mean_signed_error,mean_onpromotion
19,Guaranda,Bolivar,C,15,1584,0.4860586019025982,0.3282883921225923,0.15467171717171718,0.0031565656565656565,284.5445953074495,278.89728064443386,450718.638967,441773.29254078324,-5.647314663015639,6.148989898989899
26,Guayaquil,Guayas,D,10,1584,0.46514986222579136,0.34625401800729083,0.2159090909090909,0.0012626262626262627,152.43569885479798,152.67159516664677,241458.146986,241831.80674396848,0.2358963118487975,4.726641414141414
14,Riobamba,Chimborazo,C,7,1584,0.4607731476741118,0.3320845412279831,0.19886363636363635,0.001893939393939394,250.40327967045457,244.60920793062127,396638.794998,387460.9853621041,-5.794071739833301,5.770833333333333
22,Puyo,Pastaza,C,7,1584,0.4604638707489713,0.33920548821601515,0.19633838383838384,0.0012626262626262627,219.6547360915404,208.26241666968113,347933.101969,329887.6680047749,-11.392319421859295,6.1811868686868685
32,Guayaquil,Guayas,C,3,1584,0.45508691185668837,0.31826026337508934,0.30997474747474746,0.004419191919191919,153.74776895075757,130.10867303631414,243536.466018,206092.13808952158,-23.639095914443452,4.8232323232323235
50,Ambato,Tungurahua,A,14,1584,0.4530399097340004,0.27637873125002693,0.10101010101010101,0.0006313131313131314,655.9588591281565,675.0022190908123,1039038.832859,1069203.5150398468,19.043359962655817,7.70580808080808
47,Quito,Pichincha,A,14,1584,0.44375435672016433,0.25028043031617525,0.08396464646464646,0.0012626262626262627,1156.2267636174242,1163.1127451824168,1831463.19357,1842370.5883689483,6.885981564992599,8.428030303030303
30,Guayaquil,Guayas,C,3,1584,0.4434522574266857,0.3278159780483506,0.21843434343434343,0.0025252525252525255,202.2367051489899,191.9006919971715,320342.940956,303970.6961235196,-10.33601315181841,5.529040404040404
10,Quito,Pichincha,C,15,1584,0.4393121647407322,0.31744933008309884,0.24621212121212122,0.003787878787878788,200.73671025126265,189.338062560925,317966.949038,299911.4910965052,-11.398647690337611,5.527777777777778
36,Libertad,Guayas,E,10,1584,0.4383517625421125,0.3153407032474155,0.20517676767676768,0.0012626262626262627,366.35866852714645,339.1957981643379,580312.130947,537286.1442923112,-27.162870362808636,7.398989898989899
48,Quito,Pichincha,A,14,1584,0.4381269266031369,0.2663972665714376,0.11237373737373738,0.0006313131313131314,787.3977500669191,781.1889987997217,1247238.036106,1237403.3740987591,-6.208751267197573,7.871843434343434
25,Salinas,Santa Elena,D,1,1584,0.4339365637352264,0.32235592587071515,0.15214646464646464,0.001893939393939394,257.1649697664141,219.90714582938736,407349.31211,348332.9189937496,-37.257823937026785,5.640782828282828
44,Quito,Pichincha,A,5,1584,0.430338527816564,0.25135767763660016,0.07954545454545454,0.0012626262626262627,1353.5648591856059,1387.3869294559827,2144046.73695,2197620.8962582764,33.82207027037648,8.676136363636363
35,Playas,Guayas,C,3,1584,0.42920012616234565,0.31202364210720307,0.30113636363636365,0.0031565656565656565,163.96774178914143,156.0556145108131,259724.902994,247192.09338512793,-7.912127278328325,5.661616161616162
28,Guayaquil,Guayas,E,10,1584,0.4278516150566934,0.3112334714884522,0.1407828282828283,0.001893939393939394,469.66020959343433,465.44527678880274,743941.771996,737265.3184334636,-4.214932804631586,8.08270202020202
20,Quito,Pichincha,B,6,1584,0.4254102891940278,0.2974595388224872,0.13131313131313133,0.0006313131313131314,510.1207708119318,477.8807141990902,808031.3009661,756963.0512913589,-32.240056612841606,8.4135101010101
40,Machala,El Oro,C,3,1584,0.4232270283083436,0.305055813840039,0.17992424242424243,0.0031565656565656565,512.7831161837122,472.1507488879323,812248.456035,747886.7862384848,-40.63236729577978,7.246843434343434
16,Santo Domingo,Santo Domingo de los Tsachilas,C,3,1584,0.4222903170117076,0.3103704790832839,0.2518939393939394,0.003787878787878788,196.0155946881313,193.46574784608376,310488.701986,306449.7445881967,-2.54984684204756,6.38699494949495
15,Ibarra,Imbabura,C,15,1584,0.42211809953778456,0.30108614088999486,0.16603535353535354,0.0031565656565656565,232.74178787436867,239.69863492204456,368662.991993,379682.6377165186,6.956847047675892,6.488636363636363
21,Santo Domingo,Santo Domingo de los Tsachilas,B,6,1584,0.41976334216424793,0.3061858180965892,0.12247474747474747,0.0006313131313131314,423.65717876073234,397.5866082867421,671072.971157,629777.1875261995,-26.070570473990234,8.096590909090908
13,Latacunga,Cotopaxi,C,15,1584,0.4189924313231146,0.30487853438205503,0.22285353535353536,0.003787878787878788,208.07079927335857,201.13414703920822,329584.146049,318596.48891010584,-6.936652234150354,5.299242424242424
45,Quito,Pichincha,A,11,1584,0.41865036888281876,0.23413498889089304,0.07891414141414141,0.0006313131313131314,1255.32798589899,1247.7529502964826,1988439.529664,1976440.6732696283,-7.575035602507314,8.617424242424242
34,Guayaquil,Guayas,B,6,1584,0.41837264823689196,0.2959717525316141,0.10542929292929293,0.0006313131313131314,328.3316060972222,328.1200027097431,520077.264058,519742.0842922331,-0.21160338747911422,7.299873737373737
54,El Carmen,Manabi,C,3,1584,0.4182972402937885,0.29745979418945484,0.25315656565656564,0.003787878787878788,315.1796401401515,286.2491978548152,499244.54998199997,453418.72940202727,-28.930442285336333,5.686868686868687
43,Esmeraldas,Esmeraldas,E,10,1584,0.4143426584507489,0.29852169754865804,0.1875,0.0025252525252525255,491.10749418939395,468.64452030635465,777914.270796,742332.9201652658,-22.4629738830393,7.53219696969697
18,Quito,Pichincha,B,16,1584,0.41296332899609856,0.29789210407458444,0.1111111111111111,0.0006313131313131314,317.4518440034722,333.21286121091094,502843.7209015,527809.172158083,15.761017207438758,8.073232323232324
12,Latacunga,Cotopaxi,C,15,1584,0.4094233741878997,0.30229519580869496,0.18055555555555555,0.001893939393939394,235.7311862506313,240.8576166668181,373398.199021,381518.4648002399,5.126430416186812,6.2771464646464645
33,Quevedo,Los Rios,C,3,1584,0.40865462892167886,0.29124336125424666,0.22537878787878787,0.003787878787878788,311.2938327695707,299.0581955939173,493089.431107,473708.18182076496,-12.235637175653423,7.958964646464646
11,Cayambe,Pichincha,B,6,1584,0.4078377895197012,0.3031037355502785,0.10669191919191919,0.0006313131313131314,620.1220056957071,609.0242093127829,982273.257022,964694.347551448,-11.097796382924244,8.47411616161616
9,Quito,Pichincha,B,6,1584,0.40351135702992696,0.27295745902377183,0.09722222222222222,0.0012626262626262627,555.0694633974116,549.2509164001182,879230.0300215,870013.4515777872,-5.818546997293435,8.630050505050505
39,Cuenca,Azuay,B,6,1584,0.4001896707607581,0.29271501427237717,0.09848484848484848,0.0012626262626262627,511.22484985606064,515.5640937417552,809780.162172,816653.5244869402,4.33924388569459,8.542929292929292
17,Quito,Pichincha,C,12,1584,0.399920222013313,0.2787403643860271,0.16351010101010102,0.0012626262626262627,423.22958335227275,431.0787149548514,670395.66003,682828.6844884846,7.849131602578703,7.171085858585859
31,Babahoyo,Los Rios,B,10,1584,0.3972280755057593,0.2937220054275355,0.13573232323232323,0.0006313131313131314,435.8681730164141,420.25650640421145,690415.186058,665686.3061442709,-15.611666612202727,7.766414141414141
23,Ambato,Tungurahua,D,9,1584,0.3971397511200542,0.28556638611235124,0.1597222222222222,0.0025252525252525255,240.07414131218434,254.43474237559172,380277.4398385,403024.6319229373,14.360601063407387,5.784722222222222
41,Machala,El Oro,D,4,1584,0.39362251379688845,0.28604719288448954,0.10606060606060606,0.0012626262626262627,412.062732885101,413.1889910542603,652707.36889,654491.3618299484,1.1262581691593143,6.346590909090909
29,Guayaquil,Guayas,E,10,1584,0.3930646383501859,0.2863308981907735,0.13825757575757575,0.0012626262626262627,388.31744135164143,376.3585635498088,615094.827101,596151.9646628972,-11.958877801832582,8.244949494949495
5,Santo Domingo,Santo Domingo de los Tsachilas,D,4,1584,0.38705168701046955,0.2785944950033323,0.09974747474747475,0.0006313131313131314,308.6085492483586,323.95742960207974,488835.9420094,513148.56848969427,15.348880353721125,6.421085858585859
53,Manta,Manabi,D,13,1584,0.3859648019202774,0.27425474775297964,0.11742424242424243,0.0012626262626262627,357.6038396212121,360.7754193292664,566444.48196,571468.264217558,3.171579708054242,6.198863636363637
38,Loja,Loja,D,4,1584,0.37847478038086513,0.2649854636120474,0.12247474747474747,0.001893939393939394,406.8211477630682,414.08886148234393,644404.6980567,655916.7565880328,7.26771371927578,6.506944444444445
27,Daule,Guayas,D,1,1584,0.3735321826453942,0.27127388947287223,0.0946969696969697,0.0,462.305029571654,470.59361226130267,732291.1668415,745420.2818219034,8.288582689648594,6.806818181818182
1,Quito,Pichincha,D,13,1584,0.3728462662777798,0.26254783234653745,0.12436868686868686,0.010101010101010102,309.32167369867426,331.2152643214105,489965.5311387,524644.9786851142,21.893590622736205,6.174873737373737
52,Manta,Manabi,A,11,1584,0.36752728074704843,0.26457919548599157,0.08712121212121213,0.0012626262626262627,693.9531665675505,717.3943066641357,1099221.815843,1136352.5817559909,23.441140096585205,7.46780303030303
51,Guayaquil,Guayas,A,17,1584,0.36553836457236827,0.2567036098986789,0.09217171717171717,0.0012626262626262627,721.8959407632576,741.8257071361872,1143483.170169,1175051.9201037206,19.929766372929656,7.075757575757576
42,Cuenca,Azuay,D,2,1584,0.36013373215780414,0.2549967759168398,0.125,0.001893939393939394,385.38932510921717,405.9026604992682,610456.690973,642949.8142308409,20.513335390051093,6.480429292929293
37,Cuenca,Azuay,D,2,1584,0.35667833664829873,0.2585019910098873,0.12815656565656566,0.0012626262626262627,409.9639450691288,431.46903067784365,649382.8889895,683446.9445937043,21.50508560871486,6.917929292929293
49,Quito,Pichincha,A,11,1584,0.35264549240482895,0.22355088470503923,0.08838383838383838,0.0006313131313131314,1035.1239805157827,1107.6456899259854,1639636.385137,1754510.7728427607,72.52170941020248,8.332070707070708
2,Quito,Pichincha,D,13,1584,0.3454014772515342,0.24472724041206895,0.12436868686868686,0.001893939393939394,442.15782206439394,475.7820044044249,700377.99015,753638.6949766091,33.62418234003101,7.032828282828283
7,Quito,Pichincha,D,8,1584,0.3446173734910493,0.24385889440202932,0.09217171717171717,0.0012626262626262627,574.3780784621213,642.041346146402,909814.876284,1016993.4922959008,67.66326768428083,7.113636363636363
24,Guayaquil,Guayas,D,1,1584,0.3430475443867227,0.23787712597160202,0.12878787878787878,0.0006313131313131314,530.6592573955177,551.9379138929621,840564.2637145,874269.6556064519,21.278656497444352,7.076388888888889
4,Quito,Pichincha,D,9,1584,0.3366103854398047,0.24266203692095542,0.12310606060606061,0.0025252525252525255,378.1959198377525,400.61262096707605,599062.337023,634570.3916118485,22.416701129323556,6.64520202020202
46,Quito,Pichincha,A,14,1584,0.3347958977884056,0.22595223219096275,0.07954545454545454,0.0006313131313131314,925.8291326717172,951.4952821208718,1466513.346152,1507168.526879461,25.666149449154698,8.263257575757576
6,Quito,Pichincha,D,13,1584,0.3255851219474479,0.22595686154503622,0.12184343434343434,0.0025252525252525255,521.3530750328283,560.3416940887518,825823.270852,887581.2434365829,38.988619055923515,7.16729797979798
8,Quito,Pichincha,D,8,1584,0.3122919902725599,0.2168833204181596,0.09595959595959595,0.0006313131313131314,655.4376731477273,699.7535807719762,1038213.274266,1108409.6719428103,44.31590762424892,7.378156565656566
3,Quito,Pichincha,D,8,1584,0.30016817728324807,0.2057420480779483,0.06628787878787878,0.0,1089.90776378851,1134.746894870362,1726413.897841,1797439.0814746534,44.839131081851995,7.881944444444445
